Material,Magnetic Entropy Change,Magnetic Field,Curie Temperature,source,Number,Article Title,Source Title,DOI,mpid
TmZn,36J mol(-1) K-1,5 T,,table_only_1stcheck4492.txt,602,The influence of dipolar and quadrupolar interactions on the magnetoresistivity and magnetocaloric effect in TmZn investigated through a microscopic model,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2017.05.078,mp-2316
TmCuAl,17.2,2 T,,table_only_1stcheck4494.txt,596,Low-field induced giant magnetocaloric effect in TmCuAl compound,APPLIED PHYSICS LETTERS,10.1063/1.4804576,mp-865402
Eu2CuSi3,9.5,6 T,,table_only_1stcheck4507.txt,170,Magnetocaloric effect investigation in the ferromagnetic Eu2CuSi3 compound,INTERMETALLICS,10.1016/j.intermet.2017.04.013,mp-1225367
MnAs,40,5.0 T,,table_only_1stcheck4516.txt,447,Pressure-induced colossal magnetocaloric effect in MnAs,PHYSICAL REVIEW LETTERS,10.1103/PhysRevLett.93.237202,mp-610
Ni2MnGa,86,5 T,313,table_only_1stcheck4538.txt,484,Magnetostructural transition and magnetocaloric effect in Ni55Mn20Ga25 single crystals,PHYSICAL REVIEW B,10.1103/PhysRevB.72.094435,mp-20228
EuAuZn,9.1,5 T,52,table_only_1stcheck4557.txt,178,Magnetism and Magnetocaloric Effect in EuAuZn,IEEE TRANSACTIONS ON MAGNETICS,10.1109/TMAG.2014.2323339,mp-1102568
Dy3Co,13.9,5 T,,table_only_1stcheck4558.txt,68,Magnetocaloric effect in antiferromagnetic Dy3Co compound,APPLIED PHYSICS A-MATERIALS SCIENCE & PROCESSING,10.1007/s00339-010-5613-4,mp-646392
Sr2FeMoO6,0.09,1 T,358,table_only_1stcheck4562.txt,530,Reversible magnetocaloric response in Sr2FeMoO6 double pervoskite,MATERIALS LETTERS,10.1016/j.matlet.2016.06.011,mp-18857
Mn3GaC,15,2 T,,table_only_1stcheck4597.txt,435,Negative magnetocaloric effect at the antiferromagnetic to ferromagnetic transition of Mn3GaC,JOURNAL OF APPLIED PHYSICS,10.1063/1.1587265,mp-20164
DyCrO3,15.9,50 kOe,,table_only_1stcheck4626.txt,91,"Study on the critical behavior and magnetocaloric effect of RCrO3 (R = Gd, Dy)",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.12.038,mp-19381
GdCrO3,39.9,50 kOe,,table_only_1stcheck4626.txt,286,"Study on the critical behavior and magnetocaloric effect of RCrO3 (R = Gd, Dy)",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.12.038,mp-18331
DySb,36.4,5 T,,table_only_1stcheck4656.txt,106,Giant and anisotropic magnetocaloric effect in antiferromagnetic single crystalline DySb,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2010.07.049,mp-1007
DyCo2,8.176,0-2 T,130,table_only_1stcheck4662.txt,84,Phase structure and magnetocaloric effect of (Tb1-xDyx)Co-2 alloys,JOURNAL OF RARE EARTHS,10.1016/S1002-0721(08)60176-3,mp-2628
TbCo2,3.133,0-2 T,240,table_only_1stcheck4662.txt,561,Phase structure and magnetocaloric effect of (Tb1-xDyx)Co-2 alloys,JOURNAL OF RARE EARTHS,10.1016/S1002-0721(08)60176-3,mp-2265
NdMn2Si2,22.2,0-7 T ,,table_only_1stcheck4671.txt,474,Significant reduction of thermomagnetic hysteresis in NdMn2-xAlxSi2 (0 <= x <= 0.4) alloys by hetero-structural alloying,JOURNAL OF SOLID STATE CHEMISTRY,10.1016/j.jssc.2022.123693,mp-3018
CoCr2S4,3.99,0-50 kOe,,table_only_1stcheck4673.txt,37,Multicaloric effect in multiferroic sulpho spinel MCr2S4 (M = Fe & Co),JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166090,mp-21299
FeCr2S4,3.72,0-50 kOe,,table_only_1stcheck4673.txt,210,Multicaloric effect in multiferroic sulpho spinel MCr2S4 (M = Fe & Co),JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.166090,mp-21019
Dy2Cu2Cd,17,0-70 kOe,48.5,table_only_1stcheck4674.txt,60,Excellent magnetocaloric properties in RE2Cu2Cd (RE = Dy and Tm) compounds and its composite materials,SCIENTIFIC REPORTS,10.1038/srep34192,mp-1206555
Tm2Cu2Cd,20.8,0-70 kOe,15,table_only_1stcheck4674.txt,586,Excellent magnetocaloric properties in RE2Cu2Cd (RE = Dy and Tm) compounds and its composite materials,SCIENTIFIC REPORTS,10.1038/srep34192,mp-1205861
Sr2FeMoO6,0.559,2.5 T,386,table_only_1stcheck4675.txt,531,Magnetocaloric properties of double-perovskite Sr1.98Al0.02 FeMoO6,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2018.08.030,mp-18857
ErAlO3,9.7,5 T,,table_only_1stcheck4696.txt,141,Large rotating magnetocaloric effect in ErAlO3 single crystal,AIP ADVANCES,10.1063/1.4974915,mp-754184
HoCrO3,8.73,70 kOe, ,table_only_1stcheck4722.txt,378,Particle size dependence of the magnetic and magneto-caloric properties of HoCrO3,JOURNAL OF APPLIED PHYSICS,10.1063/1.4975405,mp-756834
GdVO4,35.77,5 T,,table_only_1stcheck4734.txt,316,Shape-controlled microwave hydrothermal synthesis of antiferromagnetic GdVO4 nanowires for magnetocaloric materials,CURRENT APPLIED PHYSICS,10.1016/j.cap.2020.03.005,mp-22024
La2CrMnO6,1.31,0-7 T,112,table_only_1stcheck4735.txt,418,"Magnetocaloric properties and critical behavior in double perovskite RE2CrMnO6 (RE = La, Pr, and Nd) compounds",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2020.06.290,mp-1223342
ErZn,23.3,7 T,20,table_only_1stcheck4742.txt,169,Observation of large magnetocaloric effect in equiatomic binary compound ErZn,AIP ADVANCES,10.1063/1.4972796,mp-1660
Dy2CoMnO6,9.1,6 T,88,table_only_1stcheck4750.txt,56,"Magnetic field-induced metamagnetism and magnetocaloric effect in double perovskites Re2CoMnO6 (Re=Sm, Dy)",MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2017.09.009,mp-1226407
Sm2CoMnO6,1.4,6 T,123,table_only_1stcheck4750.txt,515,"Magnetic field-induced metamagnetism and magnetocaloric effect in double perovskites Re2CoMnO6 (Re=Sm, Dy)",MATERIALS CHEMISTRY AND PHYSICS,10.1016/j.matchemphys.2017.09.009,mp-1188690
CaBaCo4O7,3,7 T,60,table_only_1stcheck4760.txt,18,Magnetocaloric properties and Griffiths phase of ferrimagnetic cobaltite CaBaCo4O7,CHINESE PHYSICS B,10.1088/1674-1056/ac8f39,mp-562177
Ho2O3,31.9,5 T,,table_only_1stcheck4770.txt,340,Large reversible magnetocaloric effect in antiferromagnetic Ho2O3 powders,SCIENTIFIC REPORTS,10.1038/s41598-017-14279-y,mp-812
Dy2Cr2C3,9.04,0-5 T,,table_only_1stcheck4772.txt,59,"Excellent magnetocaloric performance in the carbide compounds RE2Cr2C3 (RE = Er, Ho, and Dy) and their composites",MATERIALS TODAY PHYSICS,10.1016/j.mtphys.2022.100786,mp-1025323
Er2Cr2C3,15.2,0-5 T,,table_only_1stcheck4772.txt,119,"Excellent magnetocaloric performance in the carbide compounds RE2Cr2C3 (RE = Er, Ho, and Dy) and their composites",MATERIALS TODAY PHYSICS,10.1016/j.mtphys.2022.100786,mp-1078190
Ho2Cr2C3,13.98,0-5 T,,table_only_1stcheck4772.txt,329,"Excellent magnetocaloric performance in the carbide compounds RE2Cr2C3 (RE = Er, Ho, and Dy) and their composites",MATERIALS TODAY PHYSICS,10.1016/j.mtphys.2022.100786,mp-8499
MnCoGe,33.6,7 T,,table_only_1stcheck4795.txt,452,The influence of hydrostatic pressure and annealing conditions on the magnetostructural transitions in MnCoGe,JOURNAL OF APPLIED PHYSICS,10.1063/5.0053671,mp-20565
HoGa,17.1,0-5 T,69,table_only_1stcheck4811.txt,389,Giant magnetocaloric effect in HoGa compound over a large temperature span,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2009.10.023,mp-1018073
Pr7Pd3,5.5,5 T,14.9,table_only_1stcheck4813.txt,503,Investigation on the Magnetocaloric Effect of the Pr7Pd3 Compound,JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-017-4489-3,mp-1106268
HoTiO3,5.96,2 T,53,table_only_1stcheck4858.txt,409,Large reversible magnetocaloric effect in HoTiO3 single crystal,JOURNAL OF APPLIED PHYSICS,10.1063/1.3653838,mp-755236
HoTiO3,11.56,5 T,53,table_only_1stcheck4858.txt,410,Large reversible magnetocaloric effect in HoTiO3 single crystal,JOURNAL OF APPLIED PHYSICS,10.1063/1.3653838,mp-755236
TbNiAl4,5.1,4 T,,table_only_1stcheck4869.txt,577,Large inverse magnetocaloric effect in single crystal TbNiAl4,"25TH INTERNATIONAL CONFERENCE ON LOW TEMPERATURE PHYSICS (LT25), PART 4: QUANTUM PHASE TRANSITIONS AND MAGNETISM",10.1088/1742-6596/150/4/042113,mp-4353
NCMNO3,1.88,7 T,,table_only_1stcheck4877.txt,458,Configuring Nd0.7Ca0.3Mn1-xNixO3 perovskite nanocomposites with magnetocaloric performance,CERAMICS INTERNATIONAL,10.1016/j.ceramint.2022.08.254,mp-6160
YbTiO3,2.47,1.5 T,42,table_only_1stcheck4883.txt,610,Magnetocaloric properties of single crystalline YbTiO3 with second order phase transition,"26TH INTERNATIONAL CONFERENCE ON LOW TEMPERATURE PHYSICS (LT26), PTS 1-5",10.1088/1742-6596/400/3/032093,mp-753164
YbTiO3,5.25,5.0 T,42,table_only_1stcheck4883.txt,611,Magnetocaloric properties of single crystalline YbTiO3 with second order phase transition,"26TH INTERNATIONAL CONFERENCE ON LOW TEMPERATURE PHYSICS (LT26), PTS 1-5",10.1088/1742-6596/400/3/032093,mp-753164
TbMnO3,19.2,7 T,,table_only_1stcheck4886.txt,567,Understanding the large rotating magnetocaloric effect in TbMn1-xFexO3 single crystals upon q-Fermi Dirac nonextensive statistics,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2017.09.049,mp-22055
GdVO4,45,7 T,,table_only_1stcheck4921.txt,318,Size-dependent magnetocaloric effect in GdVO4 nanoparticles,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2021.162351,mp-22024
Ho2O3,22.4,5 T,,table_only_1stcheck4948.txt,50,Magnetocaloric effect in rare earth Ho2O3 nanoparticles at cryogenic temperature,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2020.166391,mp-812
ErRuSi,21.2,50 kOe,8,table_only_1stcheck4952.txt,167,Giant low field magnetocaloric effect in soft ferromagnetic ErRuSi,APPLIED PHYSICS LETTERS,10.1063/1.4775690,mp-22247
EuAgCd,13.5,0-5 T,27,table_only_1stcheck4966.txt,173,"Magnetic and magnetocaloric properties of the equiatomic europium intermetallics EuAgZn, EuAgCd, EuPtZn and EuAuCd",INTERMETALLICS,10.1016/j.intermet.2020.106765,mp-1225230
EuAuCd,13.7,0-5 T,22,table_only_1stcheck4966.txt,176,"Magnetic and magnetocaloric properties of the equiatomic europium intermetallics EuAgZn, EuAgCd, EuPtZn and EuAuCd",INTERMETALLICS,10.1016/j.intermet.2020.106765,mp-11084
HoCoGe,23.9,5 T,7.6,table_only_1stcheck5007.txt,232,Giant low-field reversible magnetocaloric effect in HoCoGe compound,RSC ADVANCES,10.1039/c6ra24527g,mp-1095599
MnCoP,6,nan T,575,table_only_1stcheck5022.txt,295,A Simple Computational Proxy for Screening Magnetocaloric Compounds,CHEMISTRY OF MATERIALS,10.1021/acs.chemmater.6b04729,mp-20249
GdTiGe,1.1,2 T,340-380,table_only_1stcheck5026.txt,212,LARGE MAGNETOCALORIC EFFECT NEAR WATER BOILING POINT IN RARE-EARTH BASED INTERMETALLICS,6TH IIR/IIF INTERNATIONAL CONFERENCE ON MAGNETIC REFRIGERATION (THERMAG VI),,mp-20070
Ho6Co2Ga,10.1,5.0 T,,table_only_1stcheck5046.txt,223,"First- and second-order phase transitions in RE6Co2Ga (RE = Ho, Dy or Gd) cryogenic magnetocaloric materials",SCIENCE CHINA-MATERIALS,10.1007/s40843-021-1711-5,mp-11844
DyFeO3,11.4,50 kOe,,table_only_1stcheck5057.txt,63,"A comparative study on magnetic behaviors and magnetocaloric effect in heavy rare-earth antiferromagnetic orthoferrites RFeO3 (R = Dy, Ho and Er)",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2021.09.059,mp-22283
ErFeO3,7.4,50 kOe,,table_only_1stcheck5057.txt,96,"A comparative study on magnetic behaviors and magnetocaloric effect in heavy rare-earth antiferromagnetic orthoferrites RFeO3 (R = Dy, Ho and Er)",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2021.09.059,mp-19935
HoFeO3,9.8,50 kOe,,table_only_1stcheck5057.txt,241,"A comparative study on magnetic behaviors and magnetocaloric effect in heavy rare-earth antiferromagnetic orthoferrites RFeO3 (R = Dy, Ho and Er)",CERAMICS INTERNATIONAL,10.1016/j.ceramint.2021.09.059,mp-19785
GdFe6Al6,0.94,7 T,,table_only_1stcheck5078.txt,185,"Magnetocaloric effect of GdTX (T = Mn, Fe, Ni, Pd, X=Al, In) and GdFe6Al6 ternary compounds",INTERNATIONAL CONFERENCE ON MAGNETISM (ICM 2009),10.1088/1742-6596/200/9/092009,mp-1224928
GdNiAl,13.63,7 T,,table_only_1stcheck5078.txt,200,"Magnetocaloric effect of GdTX (T = Mn, Fe, Ni, Pd, X=Al, In) and GdFe6Al6 ternary compounds",INTERNATIONAL CONFERENCE ON MAGNETISM (ICM 2009),10.1088/1742-6596/200/9/092009,mp-1101090
GdPdAl,13.05,7 T,,table_only_1stcheck5078.txt,207,"Magnetocaloric effect of GdTX (T = Mn, Fe, Ni, Pd, X=Al, In) and GdFe6Al6 ternary compounds",INTERNATIONAL CONFERENCE ON MAGNETISM (ICM 2009),10.1088/1742-6596/200/9/092009,mp-20058
GdPdIn,6.13,7 T,,table_only_1stcheck5078.txt,209,"Magnetocaloric effect of GdTX (T = Mn, Fe, Ni, Pd, X=Al, In) and GdFe6Al6 ternary compounds",INTERNATIONAL CONFERENCE ON MAGNETISM (ICM 2009),10.1088/1742-6596/200/9/092009,mp-20224
CuRh2O4,2.72J K-1 mol(-1),nan T,,table_only_1stcheck5080.txt,41,Antiferromagnetic transition in CuRh2O4,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/S0022-3697(98)00310-2,mp-4409
Pr2In,20,50 kOe,57,table_only_1stcheck5089.txt,333,"Correlating Crystallography, Magnetism, and Electronic Structure Across Anhysteretic First-Order Phase Transition in Pr2In",ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY,10.1149/2162-8777/ac611d,mp-19854
MnCoGe,6.17,5 T,293,table_only_1stcheck5090.txt,293,"Structure, magnetocaloric properties and thermodynamic modeling of enthalpies of formation of (Mn,X)-Co-Ge (X = Zr, Pd) alloys",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2019.04.341,mp-20565
MnCoGe,3.78,5 T,260.5,table_only_1stcheck5092.txt,294,Enhancement of Curie temperature and transition temperature range induced by Al doping in Mn1-xAlxCoGe,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2016.06.011,mp-20565
HoMn2O5,7.8,70 kOe,,table_only_1stcheck5094.txt,242,Large reversible magnetocaloric effect in HoMn2O5,CHINESE PHYSICS B,10.1088/1674-1056/22/5/057502,mp-510225
GdMnO3,31,0-80 kOe,,table_only_1stcheck5096.txt,193,Low temperature giant magnetocaloric effect in multiferroic GdMnO3 single crystals,JOURNAL OF PHYSICS D-APPLIED PHYSICS,10.1088/0022-3727/48/13/135001,mp-510575
MnV2O4,24,4 T,57,table_only_1stcheck5101.txt,302,Observation of the large magnetocaloric effect in an orbital-spin-coupled system MnV2O4,JOURNAL OF PHYSICS-CONDENSED MATTER,10.1088/0953-8984/21/43/436010,mp-35475
AlFe2B2,7.75,5 T,,table_only_1stcheck5103.txt,7,Magnetocaloric and cooling properties of the intermetallic compound AlFe2B2 in an AMR cycle system,INTERMETALLICS,10.1016/j.intermet.2018.10.025,mp-3805
Eu3O4,12.7,5 T,,table_only_1stcheck5105.txt,114,The magnetothermal behavior of mixed-valence Eu3O4,JOURNAL OF APPLIED PHYSICS,10.1063/1.3204662,mp-1182716
Mn3GaN,22.3,nan T,,table_only_1stcheck5112.txt,283,Giant barocaloric effect enhanced by the frustration of the antiferromagnetic phase in Mn3GaN,NATURE MATERIALS,10.1038/NMAT4117,mp-627439
Ni2MnGa,19.2,5 T,,table_only_1stcheck5120.txt,319,"Investigation of the influence of hydrostatic pressure on the magnetic and magnetocaloric properties of Ni2-XMn1+XGa (X=0, 0.15) Heusler alloys",JOURNAL OF APPLIED PHYSICS,10.1063/1.4817250,mp-20228
AlFe2B2,1.3,2.0 T,285,table_only_1stcheck5131.txt,8,Anisotropic magnetocaloric response in AlFe2B2,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2018.02.205,mp-3805
YCrO3,0.36,50 kOe,140,table_only_1stcheck5181.txt,393,Magnetocaloric effect and refrigerant capacity in polycrystalline YCrO3,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,10.1016/j.jpcs.2015.12.012,mp-18725
PrCo2,10.7,,42,table_only_1stcheck5197.txt,337,Effect of Dy addition on magnetocaloric effect in PrCo2 compound,MATERIALS RESEARCH EXPRESS,10.1088/2053-1591/ab455c,mp-2085
SrRuO3,2.5,6.5 T,160,table_only_1stcheck5201.txt,353,Magnetocaloric effect in 4d itinerant ferromagnet SrRuO3,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2007.05.022,mp-4346
TbB2,12.7,7 T,144,table_only_1stcheck5208.txt,364,Magnetocaloric effect in terbium diboride,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.03.154,mp-965
GdFe6Al6,13.05,7 T,,table_only_1stcheck5236.txt,186,"Properties of the GdTX (T = Mn, Fe, Ni, Pd, X = Al, In) and GdFe6Al6 intermetallics",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.08.163,mp-1224928
GdNiAl,6.13,7 T,,table_only_1stcheck5236.txt,201,"Properties of the GdTX (T = Mn, Fe, Ni, Pd, X = Al, In) and GdFe6Al6 intermetallics",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.08.163,mp-1101090
GdPdAl,3.72,7 T,,table_only_1stcheck5236.txt,208,"Properties of the GdTX (T = Mn, Fe, Ni, Pd, X = Al, In) and GdFe6Al6 intermetallics",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.08.163,mp-20058
GdPdIn,1.38,7 T,,table_only_1stcheck5236.txt,210,"Properties of the GdTX (T = Mn, Fe, Ni, Pd, X = Al, In) and GdFe6Al6 intermetallics",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2010.08.163,mp-20224
DyNiGa2,6.2,0-5 T,,table_only_1stcheck5246.txt,71,"Excellent cryogenic magnetocaloric properties in heavy rare-earth based HRENiGa2 (HRE = Dy, Ho, or Er) compounds",SCIENCE CHINA-MATERIALS,10.1007/s40843-022-2095-6,mp-1095135
ErNiGa2,11.4,0-5 T,,table_only_1stcheck5246.txt,104,"Excellent cryogenic magnetocaloric properties in heavy rare-earth based HRENiGa2 (HRE = Dy, Ho, or Er) compounds",SCIENCE CHINA-MATERIALS,10.1007/s40843-022-2095-6,mp-1025508
HoNiGa2,10.4,0-5 T,,table_only_1stcheck5246.txt,250,"Excellent cryogenic magnetocaloric properties in heavy rare-earth based HRENiGa2 (HRE = Dy, Ho, or Er) compounds",SCIENCE CHINA-MATERIALS,10.1007/s40843-022-2095-6,mp-1025433
TbMn2Ge2,9.1,5 T,97.5,table_only_1stcheck5268.txt,368,New insight into magneto-structural phase transitions in layered TbMn2Ge2-based compounds,SCIENTIFIC REPORTS,10.1038/srep45814,mp-22486
MnP,3.2,5 T,291,table_only_1stcheck5313.txt,299,Influence of the strong magnetocrystalline anisotropy on the magnetocaloric properties of MnP single crystal,PHYSICAL REVIEW B,10.1103/PhysRevB.77.104439,mp-2662
Dy2Mn2O7,20.1,1T and 7T T,39,table_only_1stcheck5317.txt,46,"Large reversible magnetocaloric effect in the ferromagnetic pyrochlores R2Mn2O7 (R = Dy, Ho, Yb)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.165494,mp-755869
Ho2Mn2O7,18.4,1T and 7T T,39,table_only_1stcheck5317.txt,220,"Large reversible magnetocaloric effect in the ferromagnetic pyrochlores R2Mn2O7 (R = Dy, Ho, Yb)",JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.165494,mp-754918
HoB2,40.1,5 T,15,table_only_1stcheck5349.txt,227,Machine-learning-guided discovery of the gigantic magnetocaloric effect in HoB2 near the hydrogen liquefaction temperature,NPG ASIA MATERIALS,10.1038/s41427-020-0214-y,mp-2267
Gd2CoMnO6,25.4,,,table_only_1stcheck5357.txt,146,Giant Anisotropic Magnetocaloric Effect in Double-perovskite Gd2CoMnO6 Single Crystals,SCIENTIFIC REPORTS,10.1038/s41598-017-16416-z,mp-1224833
Tb6FeBi2,2.68,,246,table_only_1stcheck5358.txt,359,"Thermomagnetic properties near transitions of Tb6FeX2 (X = Sb, Bi)",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2006.10.005,mp-22972
Tb6FeSb2,2.25,,256,table_only_1stcheck5358.txt,361,"Thermomagnetic properties near transitions of Tb6FeX2 (X = Sb, Bi)",JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2006.10.005,mp-12901
TmTiO3,7.2,2 T,65,table_only_1stcheck5369.txt,390,Large reversible magnetocaloric effect in TmTiO3 single crystal,JOURNAL OF APPLIED PHYSICS,10.1063/1.3675609,mp-755525
TmTiO3,13.5,5 T,65,table_only_1stcheck5369.txt,391,Large reversible magnetocaloric effect in TmTiO3 single crystal,JOURNAL OF APPLIED PHYSICS,10.1063/1.3675609,mp-755525
GdZn2,11.5,7 T,85,table_only_1stcheck5389.txt,215,Magnetocaloric effect in Gd-based ferromagnet GdZn2,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2016.09.104,mp-1076988
ErTiGe,0.8,5 T,39,table_only_1stcheck5400.txt,110,"Tunable magnetocaloric effect in RTi1-xMoxGe (R=Tb,Er) (x=0,0.15) compounds",EPL,10.1209/0295-5075/80/27001,mp-4743
DyNi2,13.5,2 T,,table_only_1stcheck5423.txt,67,"MAGNETOCALORIC EFFECT IN RNi2 MELT-SPUN RIBBONS (R = Dy, Tb)",6TH IIR/IIF INTERNATIONAL CONFERENCE ON MAGNETIC REFRIGERATION (THERMAG VI),,mp-421
TbNi2,8,2 T,,table_only_1stcheck5423.txt,372,"MAGNETOCALORIC EFFECT IN RNi2 MELT-SPUN RIBBONS (R = Dy, Tb)",6TH IIR/IIF INTERNATIONAL CONFERENCE ON MAGNETIC REFRIGERATION (THERMAG VI),,mp-276
EuS,37,5 T,,table_only_1stcheck5464.txt,118,Large reversible magnetocaloric effect in ferromagnetic semiconductor EuS,SOLID STATE COMMUNICATIONS,10.1016/j.ssc.2014.05.024,mp-20587
SrFeAsF,0.5,,,table_only_1stcheck5491.txt,351,Two-dimensional magnetism in the pnictide superconductor parent material SrFeAsF probed by muon-spin relaxation,PHYSICAL REVIEW B,10.1103/PhysRevB.79.060402,mp-20807
Gd5Ge4,24,5 T,,table_only_1stcheck5495.txt,163,Pressure effect on phase transitions and magnetocaloric effect in Gd5Ge4,JOURNAL OF APPLIED PHYSICS,10.1063/1.3070661,mp-1198083
TmCoSi,12,0-1 T,,table_only_1stcheck5511.txt,385,Giant low field magnetocaloric effect in TmCoSi and TmCuSi compounds,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.155930,mp-1102633
TmCuSi,8.7,0-1 T,,table_only_1stcheck5511.txt,386,Giant low field magnetocaloric effect in TmCoSi and TmCuSi compounds,JOURNAL OF ALLOYS AND COMPOUNDS,10.1016/j.jallcom.2020.155930,mp-8123
Mn3SnC,2.6,nan T,,table_only_1stcheck5518.txt,286,Elastocaloric-like effect in strain-mediated Mn3SnC/PZT magnetoelectric hetero-composite for solid-state refrigeration,ACTA MATERIALIA,10.1016/j.actamat.2022.118154,mp-20860
Nd2Ni2In,9.6,1 T,,table_only_1stcheck5522.txt,307,Large Magnetocaloric Effect in Nd2Ni2In,ACTA PHYSICA POLONICA A,10.12693/APhysPolA.126.282,mp-1079588
ErCoSn,16.5,50 kOe,,table_only_1stcheck5525.txt,92,Large magnetocaloric effect in ErCoSn driven by metamagnetic phase transition and short-range ferromagnetic correlations,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.165653,mp-11851
GdMn2Ge2,5.9,,,table_only_1stcheck5545.txt,190,Effect of Ge substitution for Si on the anomalous magnetocaloric and magnetoresistance properties of GdMn2Si2 compounds,JOURNAL OF APPLIED PHYSICS,10.1063/1.2402975,mp-20837
SmNi3,2.3,50 kOe,60,table_only_1stcheck5548.txt,347,"Effect of Small Fe Content on the Structure, Magnetic and Magnetocaloric Properties of SmNi3-x Fe (x) (x=0; 0.3 and 0.8) Intermetallic Compounds",JOURNAL OF SUPERCONDUCTIVITY AND NOVEL MAGNETISM,10.1007/s10948-017-4208-0,mp-1095619
ErRhSi,8.7,5 T,,table_only_1stcheck5563.txt,108,Magnetocaloric effect in the metamagnet ErRhSi compound,JOURNAL OF APPLIED PHYSICS,10.1063/1.4971959,mp-22114
DyCrO4,29,8 T,,table_only_1stcheck5608.txt,61,3d-4f spin interaction induced giant magnetocaloric effect in zircon-type DyCrO4 and HoCrO4 compounds,APPLIED PHYSICS LETTERS,10.1063/1.4819768,mp-18754
HoCrO4,31,8 T,,table_only_1stcheck5608.txt,235,3d-4f spin interaction induced giant magnetocaloric effect in zircon-type DyCrO4 and HoCrO4 compounds,APPLIED PHYSICS LETTERS,10.1063/1.4819768,mp-19055
ErFe2,0.23,6 T,596,table_only_1stcheck5615.txt,95,Magnetothermal properties and magnetocaloric effect in ErFe2 compound,CRYOGENICS,10.1016/j.cryogenics.2020.103229,mp-474
ErRu2Si2,19.3,7 T,,table_only_1stcheck5617.txt,109,Giant magnetocaloric effect in antiferromagnetic ErRu2Si2 compound,APPLIED PHYSICS LETTERS,10.1063/1.2798594,mp-5022
TmNiSn,10.5,3 T,,table_only_1stcheck5626.txt,389,Magnetocaloric effect in antiferromagnetic TmNiSn compound,JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS,10.1016/j.jmmm.2019.03.064,mp-1102179
DyCoNi,15.5,7.0 T,68,table_only_1stcheck5634.txt,60,"Magnetocaloric effect in the rare earth intermetallic compounds RCoNi (R=Gd, Tb, Dy, and Ho)",JOURNAL OF APPLIED PHYSICS,10.1063/1.4798306,mp-1225312
HoCoNi,19.6,7.0 T,42,table_only_1stcheck5634.txt,233,"Magnetocaloric effect in the rare earth intermetallic compounds RCoNi (R=Gd, Tb, Dy, and Ho)",JOURNAL OF APPLIED PHYSICS,10.1063/1.4798306,mp-1223910
Dy3BWO9,28.5,0-7 T,,table_only_1stcheck5637.txt,48,"Magnetism and giant magnetocaloric effect in rare-earth-based compounds R3BWO9 (R = Gd, Dy, Ho)",CHINESE PHYSICS B,10.1088/1674-1056/abf916,mp-556997
Gd3BWO9,54.8,0-7 T,,table_only_1stcheck5637.txt,154,"Magnetism and giant magnetocaloric effect in rare-earth-based compounds R3BWO9 (R = Gd, Dy, Ho)",CHINESE PHYSICS B,10.1088/1674-1056/abf916,mp-561177
